RT rt_PROPN_Masc_Sing
@canalCCore2 twitterhandle_PROPN_Sing
: :
Segundo segundo_ADP
Vera vera_PROPN_Fem_Sing
, ,
na em_o_ADP_DET_Fem_Sing
fronteira fronteira_NOUN_Fem_Sing
colombiana-venezuelana colombiana-venezuelana
, ,
as o_DET_Fem_Plur
mulheres mulher_NOUN_Fem_Plur
são ser_AUX_Fin_Plur
recrutadas recrutar_VERB_Part_Fem_Plur
para para_ADP
redes rede_NOUN_Fem_Plur
de de_ADP
exploração exploração_NOUN_Fem_Sing
sexual sexual_ADJ_Fem_Sing
, ,
com com_ADP
a o_DET_Fem_Sing
coope coope_NOUN_Fem_Sing
… …
