RT rt_PROPN_Masc_Sing
@FolhaPolitica twitterhandle_VERB_Fin_Sing
: :
Governador governador_NOUN_Masc_Sing
que que_PRON_Rel_Masc_Sing
recebe receber_VERB_Fin_Sing
milhares milhar_NOUN_Masc_Plur
de de_ADP
refugiados refugiado_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
faz fazer_VERB_Fin_Sing
grave grave_ADJ_Masc_Sing
alerta alerta_NOUN_Masc_Sing
ao a_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
e e_CCONJ
apoia apoiar_VERB_Fin_Sing
Bolsonaro bolsonaro_NOUN_Masc_Sing
: :
' '
Eu eu_PRON_Masc_Sing
não não_ADV
quero querer_VERB_Fin_Sing
ve ve_NOUN_Masc_Sing
… …
