RT rt_PROPN_Masc_Sing
@olhosdosertao twitterhandle_VERB_Fin_Sing
: :
@Janilson_Inacio twitterhandle_VERB_Fin_Sing
@nazavermelha twitterhandle_NOUN_Fem_Sing
Pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
. .
Cadê cadê_ADV
as o_DET_Fem_Plur
meninas menino_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
? ?
Elas elas_PRON_Fem_Plur
passam passar_VERB_Fin_Plur
bem bem_ADV
? ?
Elas elas_PRON_Fem_Plur
foram ser_AUX_Fin_Plur
molestadas molestar_VERB_Part_Fem_Plur
? ?
E e_CCONJ
… …
