RT rt_PROPN_Masc_Sing
@MalvasioRolando twitterhandle_VERB_Fin_Sing
: :
Venezuelana venezuelano_ADJ_Fem_Sing
desmente desmentar_VERB_Fin_Sing
fala falar_VERB_Fin_Sing
de de_ADP
Bolsonaro bolsonaro_NOUN_Masc_Sing
sobre sobre_ADP
prostituição prostituição_NOUN_Fem_Sing
: :
' '
casa casa_NOUN_Fem_Sing
abrigava abrigar_VERB_Fin_Sing
ação ação_NOUN_Fem_Sing
social social_ADJ_Fem_Sing
' '
. .
Enfim enfim_ADV
, ,
além além_ADV
do de_o_ADP_PRON_Masc_Sing
pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
Clima clima_PROPN_Masc_Sing
… …
