RT rt_PROPN_Masc_Sing
@PATRlOTAS twitterhandle_VERB_Fin_Sing
: :
Sobre sobre_ADP
o o_DET_Masc_Sing
óleo óleo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
que que_PRON_Rel_Masc_Sing
inundo inundar_VERB_Fin_Sing
as o_DET_Fem_Plur
praias praia_NOUN_Fem_Plur
do de_o_ADP_DET_Masc_Sing
Nordeste nordeste_NOUN_Masc_Sing
. .
Não não_ADV
foi ser_AUX_Fin_Sing
aberto abrir_VERB_Part_Masc_Sing
um um_DET_Masc_Sing
duto duto_NOUN_Masc_Sing
lá lá_ADV
na em_o_ADP_DET_Fem_Sing
Venezuela venezuela_PROPN_Fem_Sing
e e_CCONJ
o o_DET_Masc_Sing
óleo óleo_NOUN_Masc_Sing
veio vir_AUX_Fin_Sing
parar parar_VERB_Inf
aqui aqui_ADV
. .
… …
