RT rt_PROPN_Masc_Sing
@DaniaRoberta twitterhandle_VERB_Fin_Sing
: :
Os o_DET_Masc_Plur
irmãos irmão_NOUN_Masc_Plur
HASHTAG hashtag_PROPN_Masc_Sing
#venezuelanos_h #venezuelanos_h
agradecem agradecer_VERB_Fin_Plur
o o_DET_Masc_Sing
carinho carinho_NOUN_Masc_Sing
e e_CCONJ
a o_DET_Fem_Sing
solidariedade solidariedade_NOUN_Fem_Sing
dos de_o_ADP_DET_Masc_Plur
Brasileiros brasileiro_NOUN_Masc_Plur
para para_ADP
enfrentar enfrentar_VERB_Inf
a o_DET_Fem_Sing
crise crise_NOUN_Fem_Sing
mais mais_ADV
brutal brutal_ADJ_Fem_Sing
e e_CCONJ
sem sem_ADP
pr pr_NOUN_Masc_Sing
… …
