RT rt_PROPN_Masc_Sing
@paulomathias twitterhandle_VERB_Fin_Sing
: :
O o_DET_Masc_Sing
ditador ditador_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
Nicolás nicolás_PROPN_Masc_Sing
Maduro maduro_PROPN_Sing
elogiou elogiar_VERB_Fin_Sing
o o_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
chileno chileno_ADJ_Masc_Sing
pela por_o_ADP_DET_Fem_Sing
decisão decisão_NOUN_Fem_Sing
de de_ADP
fazer fazer_VERB_Inf
uma um_DET_Fem_Sing
nova novo_ADJ_Fem_Sing
Constituição constituição_NOUN_Fem_Sing
. .
Por por_ADP
aqui aqui_ADV
, ,
Gleisi gleisi_PROPN_Masc_Sing
… …
