RT rt_PROPN_Masc_Sing
@manoelmsgontijo twitterhandle_VERB_Fin_Sing
: :
Um um_DET_Masc_Sing
avião avião_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
de de_ADP
uma um_DET_Fem_Sing
empresa empresa_NOUN_Fem_Sing
conhecida conhecido_ADJ_Fem_Sing
por por_ADP
apoiar apoiar_VERB_Inf
terroristas terrorista_NOUN_Masc_Plur
pousou pousar_VERB_Fin_Sing
no em_o_ADP_DET_Masc_Sing
Uruguai uruguai_PROPN_Masc_Sing
às a_o_ADP_DET_Fem_Plur
vésperas véspera_NOUN_Fem_Plur
da de_o_ADP_DET_Fem_Sing
posse posse_NOUN_Fem_Sing
do de_o_ADP_DET_Masc_Sing
novo novo_ADJ_Masc_Sing
Pr pr_NOUN_Masc_Sing
… …
