RT rt_PROPN_Masc_Sing
@PontesLanny twitterhandle_PROPN_Sing
: :
De de_ADP
10 10_NUM
palavras palavra_NOUN_Fem_Plur
11 11_NUM
foi ser_AUX_Fin_Sing
socialismo socialismo_NOUN_Masc_Sing
, ,
Amazônia amazônia_PROPN_Fem_Sing
tá estar_AUX_Fin_Sing
de de_ADP
boa bom_ADJ_Fem_Sing
, ,
os o_DET_Masc_Plur
venezuelanos venezuelano_NOUN_Masc_Plur
estão estar_AUX_Fin_Plur
seguros segurar_VERB_Part_Masc_Plur
aqui aqui_ADV
, ,
ideologias ideologia_NOUN_Fem_Plur
ameaçam ameaçar_VERB_Fin_Plur
a o_DET_Fem_Sing
religião religião_NOUN_Fem_Sing
e e_CCONJ
… …
