RT rt_PROPN_Masc_Sing
@100nsurada twitterhandle_VERB_Fin_Sing
: :
@lelispatricia twitterhandle_VERB_Fin_Sing
Ele ele_PRON_Masc_Sing
falava falar_VERB_Fin_Sing
da de_o_ADP_DET_Fem_Sing
prostituição prostituição_NOUN_Fem_Sing
das de_o_ADP_DET_Fem_Plur
meninas menino_NOUN_Fem_Plur
de de_ADP
13 13_NUM
e e_CCONJ
14 14_NUM
anos ano_NOUN_Masc_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
. .
Você você_PRON_Sing
tá estar_AUX_Fin_Sing
fazendo fazer_VERB_Ger
Fake fake_PROPN_Masc_Sing
news news_PROPN_Sing
! !
Veja ver_VERB_Fin_Sing
o o_DET_Masc_Sing
vídeo vídeo_NOUN_Masc_Sing
… …
