RT rt_PROPN_Masc_Sing
@blogdojefferson twitterhandle_PROPN_Sing
: :
Com com_ADP
medo medo_NOUN_Masc_Sing
de de_ADP
que que_PRON_Rel_Masc_Sing
o o_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
se se_PRON_Masc_Sing
espelhasse espelhar_VERB_Fin_Sing
no em_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
, ,
Maduro maduro_PROPN_Masc_Sing
tomou tomar_VERB_Fin_Sing
medida medida_NOUN_Fem_Sing
preventiva preventivo_ADJ_Fem_Sing
e e_CCONJ
repressiva repressivo_ADJ_Fem_Sing
. .
É ser_AUX_Fin_Sing
golpe golpe_NOUN_Masc_Sing
! !
http http_NOUN_Masc_Sing
… …
