RT rt_PROPN_Masc_Sing
@OGusTavito twitterhandle_VERB_Fin_Sing
: :
Tem ter_VERB_Fin_Sing
um um_DET_Masc_Sing
jogador jogador_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
seleção seleção_NOUN_Fem_Sing
de de_ADP
futebol futebol_NOUN_Masc_Sing
venezuelana venezuelano_ADJ_Fem_Sing
chamado chamar_VERB_Part_Masc_Sing
Rincón rincón_PROPN_Masc_Sing
, ,
ele ele_PRON_Masc_Sing
vive viver_VERB_Fin_Sing
postando postar_VERB_Part
fotos foto_NOUN_Fem_Plur
com com_ADP
a o_DET_Fem_Sing
bandeira bandeira_NOUN_Fem_Sing
da de_o_ADP_DET_Fem_Sing
Venezuela venezuela_PROPN_Fem_Sing
de de_ADP
cab cab_PROPN_Sing
… …
