RT rt_PROPN_Masc_Sing
@guivogt twitterhandle_PROPN_Sing
: :
smartmatic smartmatic_NOUN_Masc_Sing
, ,
uma um_DET_Fem_Sing
empresa empresa_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
fundada fundar_VERB_Part_Fem_Sing
em em_ADP
2000 2000_NUM
, ,
é ser_AUX_Fin_Sing
a o_DET_Fem_Sing
responsável responsável_ADJ_Fem_Sing
pelas por_o_ADP_DET_Fem_Plur
urnas urna_NOUN_Fem_Plur
eletrônicas eletrônico_ADJ_Fem_Plur
do de_o_ADP_DET_Masc_Sing
brasil brasil_NOUN_Masc_Sing
e e_CCONJ
dos de_o_ADP_DET_Masc_Plur
EUA eua_PROPN_Masc_Plur
tá estar_AUX_Fin_Sing
tranquilo tranquilo_ADJ_Masc_Sing
… …
