RT rt_PROPN_Masc_Sing
@erikakokay twitterhandle_PROPN_Sing
: :
É ser_AUX_Fin_Sing
muito muito_ADV
grave grave_ADJ_Fem_Sing
afirmação afirmação_NOUN_Fem_Sing
de de_ADP
Bolsonaro bolsonaro_NOUN_Masc_Sing
de de_ADP
que que_SCONJ
 "  "
pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
com com_ADP
meninas menino_NOUN_Fem_Plur
de de_ADP
14 14_NUM
anos ano_NOUN_Masc_Plur
, ,
venezuelanas venezuelano_ADJ_Fem_Plur
, ,
em em_ADP
São são_PROPN_Masc_Sing
Sebastião-DF sebastião-df
. .
Pi pi_PROPN_Masc_Sing
… …
