RT rt_PROPN_Masc_Sing
@BlogdoNoblat twitterhandle_PROPN_Sing
: :
Oi oi_PROPN_Masc_Sing
! !
Não não_ADV
havia haver_AUX_Fin_Sing
sido ser_AUX_Part
um um_DET_Masc_Sing
navio navio_NOUN_Masc_Sing
com com_ADP
petróleo petróleo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
que que_PRON_Rel_Masc_Sing
provocara provocar_VERB_Fin_Sing
o o_DET_Masc_Sing
desastre desastre_NOUN_Masc_Sing
amnbiental amnbiental_ADJ_Masc_Sing
nas em_o_ADP_DET_Fem_Plur
praias praia_NOUN_Fem_Plur
do de_o_ADP_DET_Masc_Sing
Nordeste nordeste_NOUN_Masc_Sing
? ?
Agora agora_ADV
, ,
a o_DET_Fem_Sing
… …
