RT rt_PROPN_Masc_Sing
@carmelonetobr twitterhandle_PROPN_Sing
: :
As o_DET_Fem_Plur
manchas mancha_NOUN_Fem_Plur
de de_ADP
óleo óleo_NOUN_Masc_Sing
nas em_o_ADP_DET_Fem_Plur
praias praia_NOUN_Fem_Plur
do de_o_ADP_DET_Masc_Sing
Nordeste nordeste_NOUN_Masc_Sing
são ser_AUX_Fin_Plur
de de_ADP
origem origem_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
, ,
segundo segundo_ADP
relatório relatório_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
Petrobras petrobras_PROPN_Fem_Sing
. .
A o_DET_Fem_Sing
possibilidade possibilidade_NOUN_Fem_Sing
de de_ADP
… …
